Hour,Temperature,Forecast,Rain,Rain_rate,Cloud_rate,Pressure,Wind,Gust,Day,Month,Year,Weather
12,32.0,37.0,0.1,0.0,0.82,1008.0,18.0,28.0,23,8,2023,Patchy rain possible
15,31.0,36.0,0.1,0.0,0.52,1005.0,17.0,24.0,23,8,2023,Patchy rain possible
18,29.0,33.0,0.0,0.0,0.14,1006.0,12.0,19.0,23,8,2023,Cloudy
21,27.0,30.0,0.0,0.0,0.39,1009.0,15.0,19.0,23,8,2023,Clear
0,26.0,29.0,0.0,0.0,0.62,1009.0,12.0,18.0,24,8,2023,Clear
3,25.0,28.0,0.0,0.0,0.73,1007.0,7.0,12.0,24,8,2023,Partly cloudy
6,25.0,28.0,0.0,0.0,0.79,1009.0,6.0,9.0,24,8,2023,Cloudy
9,30.0,34.0,0.0,0.0,0.41,1010.0,15.0,22.0,24,8,2023,Overcast
12,33.0,37.0,0.1,0.0,0.67,1008.0,15.0,25.0,24,8,2023,Patchy rain possible
15,31.0,35.0,0.0,1.0,0.78,1006.0,15.0,23.0,24,8,2023,Overcast
18,29.0,33.0,0.1,1.0,0.81,1006.0,10.0,18.0,24,8,2023,Patchy rain possible
21,28.0,31.0,0.0,0.0,0.4,1009.0,11.0,18.0,24,8,2023,Partly cloudy
0,27.0,30.0,0.0,0.0,0.15,1009.0,14.0,16.0,25,8,2023,Partly cloudy
3,26.0,29.0,0.0,0.0,0.14,1007.0,10.0,16.0,25,8,2023,Partly cloudy
6,26.0,28.0,0.0,0.0,0.18,1009.0,6.0,10.0,25,8,2023,Cloudy
9,30.0,35.0,0.0,0.0,0.13,1010.0,15.0,17.0,25,8,2023,Partly cloudy
12,34.0,38.0,0.0,0.0,0.1,1007.0,13.0,15.0,25,8,2023,Cloudy
15,31.0,36.0,0.0,0.0,0.2,1006.0,17.0,24.0,25,8,2023,Cloudy
18,30.0,34.0,0.0,1.0,0.73,1007.0,12.0,21.0,25,8,2023,Partly cloudy
21,28.0,31.0,0.0,0.0,0.07,1009.0,15.0,24.0,25,8,2023,Partly cloudy
0,28.0,31.0,0.0,0.0,0.14,1009.0,14.0,21.0,26,8,2023,Clear
3,27.0,30.0,0.3,0.0,0.13,1008.0,11.0,17.0,26,8,2023,Patchy rain possible
6,26.0,29.0,0.2,0.0,0.12,1009.0,9.0,13.0,26,8,2023,Patchy rain possible
9,31.0,35.0,0.0,0.0,0.18,1009.0,17.0,19.0,26,8,2023,Partly cloudy
12,34.0,39.0,0.0,0.0,0.38,1007.0,16.0,18.0,26,8,2023,Cloudy
15,31.0,36.0,0.0,0.0,0.33,1005.0,18.0,26.0,26,8,2023,Cloudy
18,30.0,34.0,0.0,0.0,0.15,1005.0,18.0,29.0,26,8,2023,Partly cloudy
21,28.0,32.0,0.0,0.0,0.07,1009.0,19.0,28.0,26,8,2023,Clear
0,27.0,31.0,0.0,0.0,0.14,1008.0,15.0,23.0,27,8,2023,Partly cloudy
3,27.0,30.0,0.0,0.0,0.22,1007.0,13.0,21.0,27,8,2023,Cloudy
6,26.0,29.0,0.0,0.0,0.19,1008.0,9.0,13.0,27,8,2023,Partly cloudy
9,30.0,34.0,0.0,0.0,0.19,1008.0,13.0,15.0,27,8,2023,Cloudy
12,33.0,38.0,0.0,0.0,0.58,1006.0,16.0,18.0,27,8,2023,Overcast
15,32.0,37.0,0.2,0.0,0.8,1004.0,7.0,10.0,27,8,2023,Light rain shower
18,29.0,33.0,0.6,0.0,0.85,1004.0,13.0,23.0,27,8,2023,Patchy rain possible
21,27.0,31.0,0.4,0.0,0.48,1007.0,13.0,22.0,27,8,2023,Patchy rain possible
0,26.0,30.0,0.0,0.0,0.28,1007.0,12.0,20.0,28,8,2023,Cloudy
3,26.0,29.0,0.0,0.0,0.35,1005.0,10.0,16.0,28,8,2023,Cloudy
6,26.0,29.0,0.3,0.0,0.59,1006.0,13.0,22.0,28,8,2023,Light rain shower
9,30.0,34.0,0.4,0.0,0.74,1007.0,20.0,26.0,28,8,2023,Patchy rain possible
12,35.0,40.0,0.2,0.0,0.81,1005.0,22.0,29.0,28,8,2023,Light rain shower
15,31.0,36.0,0.0,1.0,0.82,1003.0,17.0,27.0,28,8,2023,Partly cloudy
18,29.0,33.0,0.2,0.0,0.54,1004.0,12.0,22.0,28,8,2023,Patchy rain possible
21,27.0,31.0,0.0,0.0,0.62,1007.0,14.0,23.0,28,8,2023,Partly cloudy
0,27.0,30.0,0.4,0.0,0.44,1006.0,18.0,28.0,29,8,2023,Patchy rain possible
3,26.0,30.0,0.7,0.0,0.33,1005.0,15.0,23.0,29,8,2023,Patchy light rain with thunder
6,26.0,29.0,0.6,0.0,0.32,1006.0,13.0,22.0,29,8,2023,Light rain shower
9,29.0,34.0,0.4,0.0,0.23,1008.0,19.0,25.0,29,8,2023,Patchy rain possible
12,33.0,38.0,0.2,0.0,0.15,1006.0,17.0,23.0,29,8,2023,Light rain shower
15,31.0,35.0,0.0,0.0,0.12,1004.0,14.0,25.0,29,8,2023,Partly cloudy
18,30.0,33.0,0.0,1.0,0.71,1005.0,17.0,30.0,29,8,2023,Partly cloudy
21,28.0,31.0,0.0,0.0,0.39,1008.0,18.0,27.0,29,8,2023,Partly cloudy
0,26.0,30.0,0.0,0.0,0.34,1008.0,14.0,22.0,30,8,2023,Partly cloudy
3,26.0,28.0,0.0,0.0,0.17,1006.0,10.0,16.0,30,8,2023,Partly cloudy
6,25.0,28.0,0.1,0.0,0.19,1008.0,8.0,13.0,30,8,2023,Patchy rain possible
9,30.0,34.0,0.2,1.0,0.55,1009.0,18.0,22.0,30,8,2023,Light rain shower
12,33.0,37.0,0.1,1.0,0.84,1007.0,18.0,23.0,30,8,2023,Patchy rain possible
15,31.0,36.0,0.0,0.0,0.68,1005.0,14.0,23.0,30,8,2023,Partly cloudy
18,29.0,33.0,0.0,0.0,0.57,1006.0,12.0,21.0,30,8,2023,Cloudy
21,28.0,31.0,0.0,0.0,0.65,1009.0,15.0,25.0,30,8,2023,Partly cloudy
0,26.0,28.0,0.0,0.0,0.37,1008.0,12.0,20.0,31,8,2023,Partly cloudy
3,25.0,28.0,0.1,0.0,0.09,1006.0,9.0,14.0,31,8,2023,Patchy rain possible
6,25.0,28.0,0.0,0.0,0.13,1008.0,5.0,8.0,31,8,2023,Partly cloudy
9,28.0,32.0,1.2,1.0,0.84,1009.0,12.0,18.0,31,8,2023,Light rain shower
12,31.0,36.0,1.0,1.0,0.57,1007.0,17.0,32.0,31,8,2023,Light rain shower
15,29.0,33.0,1.8,1.0,0.76,1006.0,15.0,25.0,31,8,2023,Light rain shower
18,27.0,31.0,1.9,0.0,0.26,1006.0,13.0,27.0,31,8,2023,Light rain shower
21,26.0,29.0,0.5,0.0,0.6,1009.0,9.0,15.0,31,8,2023,Patchy rain possible
0,26.0,29.0,0.5,0.0,0.38,1008.0,12.0,20.0,1,9,2023,Patchy rain possible
3,25.0,28.0,1.1,0.0,0.21,1006.0,10.0,18.0,1,9,2023,Light rain shower
6,25.0,28.0,1.3,0.0,0.33,1008.0,9.0,18.0,1,9,2023,Patchy rain possible
9,28.0,33.0,1.0,0.0,0.47,1009.0,20.0,30.0,1,9,2023,Light rain shower
12,31.0,36.0,0.7,0.0,0.69,1007.0,21.0,35.0,1,9,2023,Light rain shower
15,29.0,34.0,1.2,1.0,0.8,1005.0,23.0,35.0,1,9,2023,Light rain shower
18,26.0,29.0,1.0,1.0,0.74,1006.0,19.0,36.0,1,9,2023,Light rain shower
21,26.0,29.0,0.8,0.0,0.8,1009.0,9.0,15.0,1,9,2023,Light rain shower
0,25.0,28.0,0.1,0.0,0.62,1008.0,10.0,16.0,2,9,2023,Patchy rain possible
3,25.0,28.0,0.1,0.0,0.63,1006.0,8.0,13.0,2,9,2023,Patchy rain possible
6,25.0,28.0,0.4,0.0,0.6,1007.0,8.0,14.0,2,9,2023,Patchy rain possible
9,29.0,33.0,0.5,0.0,0.75,1008.0,16.0,21.0,2,9,2023,Patchy rain possible
12,31.0,37.0,0.8,0.0,0.68,1005.0,19.0,33.0,2,9,2023,Light rain shower
15,29.0,34.0,0.8,1.0,0.57,1004.0,21.0,30.0,2,9,2023,Light rain shower
18,27.0,30.0,0.7,1.0,0.77,1005.0,19.0,32.0,2,9,2023,Patchy rain possible
21,26.0,29.0,0.0,0.0,0.76,1007.0,19.0,30.0,2,9,2023,Partly cloudy
0,25.0,29.0,0.2,0.0,0.63,1007.0,14.0,22.0,3,9,2023,Light rain shower
3,25.0,28.0,0.5,1.0,0.71,1005.0,13.0,21.0,3,9,2023,Light rain shower
6,25.0,28.0,0.6,1.0,0.66,1006.0,11.0,17.0,3,9,2023,Light rain shower
9,28.0,32.0,0.7,0.0,0.77,1007.0,18.0,25.0,3,9,2023,Light rain shower
12,29.0,35.0,0.8,1.0,0.82,1005.0,23.0,40.0,3,9,2023,Light rain shower
15,29.0,34.0,0.4,1.0,0.85,1003.0,26.0,33.0,3,9,2023,Light rain shower
18,26.0,29.0,0.2,1.0,0.86,1004.0,19.0,28.0,3,9,2023,Light rain shower
21,26.0,29.0,0.0,1.0,0.84,1006.0,16.0,24.0,3,9,2023,Overcast
0,26.0,29.0,0.0,1.0,0.61,1006.0,14.0,22.0,4,9,2023,Partly cloudy
3,25.0,28.0,0.0,0.0,0.53,1004.0,14.0,22.0,4,9,2023,Cloudy
6,25.0,28.0,0.0,0.0,0.72,1005.0,8.0,13.0,4,9,2023,Cloudy
9,29.0,34.0,0.0,0.0,0.82,1007.0,14.0,17.0,4,9,2023,Overcast
12,30.0,35.0,0.9,1.0,0.81,1005.0,19.0,34.0,4,9,2023,Light rain shower
15,30.0,36.0,0.6,0.0,0.61,1003.0,21.0,28.0,4,9,2023,Light rain shower
18,28.0,32.0,1.0,1.0,0.65,1004.0,18.0,33.0,4,9,2023,Light rain shower
21,26.0,30.0,0.3,1.0,0.8,1007.0,17.0,27.0,4,9,2023,Light rain shower
0,25.0,29.0,0.1,0.0,0.78,1006.0,12.0,18.0,5,9,2023,Patchy rain possible
3,25.0,28.0,0.0,1.0,0.82,1005.0,11.0,17.0,5,9,2023,Overcast
6,25.0,28.0,0.0,0.0,0.18,1006.0,9.0,14.0,5,9,2023,Cloudy
9,29.0,34.0,0.3,0.0,0.37,1008.0,18.0,22.0,5,9,2023,Light rain shower
12,31.0,37.0,0.7,1.0,0.69,1006.0,21.0,35.0,5,9,2023,Light rain shower
15,29.0,34.0,2.0,1.0,0.66,1004.0,24.0,42.0,5,9,2023,Light rain shower
18,26.0,29.0,1.1,1.0,0.79,1006.0,23.0,45.0,5,9,2023,Light rain shower
21,26.0,29.0,0.0,0.0,0.54,1009.0,15.0,23.0,5,9,2023,Overcast
0,25.0,28.0,0.0,0.0,0.85,1009.0,10.0,16.0,6,9,2023,Partly cloudy
3,25.0,28.0,0.0,0.0,0.36,1007.0,6.0,10.0,6,9,2023,Cloudy
6,25.0,28.0,0.0,0.0,0.12,1008.0,6.0,9.0,6,9,2023,Mist
9,28.0,33.0,0.0,0.0,0.36,1010.0,7.0,9.0,6,9,2023,Cloudy
12,32.0,37.0,0.1,0.0,0.48,1008.0,10.0,13.0,6,9,2023,Patchy rain possible
15,32.0,38.0,0.2,1.0,0.71,1005.0,11.0,14.0,6,9,2023,Light rain shower
18,28.0,33.0,0.8,1.0,0.8,1007.0,12.0,21.0,6,9,2023,Light rain shower
21,27.0,31.0,0.1,1.0,0.8,1009.0,14.0,22.0,6,9,2023,Patchy rain possible
0,26.0,30.0,0.1,0.0,0.47,1009.0,9.0,14.0,7,9,2023,Patchy rain possible
3,26.0,29.0,0.0,0.0,0.67,1008.0,8.0,12.0,7,9,2023,Cloudy
6,25.0,28.0,0.1,0.0,0.4,1008.0,6.0,9.0,7,9,2023,Patchy rain possible
9,28.0,32.0,0.0,1.0,0.7,1010.0,6.0,7.0,7,9,2023,Partly cloudy
12,31.0,37.0,0.0,0.0,0.64,1008.0,9.0,10.0,7,9,2023,Cloudy
15,32.0,37.0,0.4,0.0,0.79,1006.0,6.0,8.0,7,9,2023,Light rain shower
18,29.0,33.0,0.7,1.0,0.84,1007.0,8.0,15.0,7,9,2023,Patchy rain possible
21,27.0,31.0,0.2,0.0,0.81,1010.0,9.0,17.0,7,9,2023,Patchy rain possible
0,26.0,29.0,0.1,0.0,0.72,1010.0,9.0,14.0,8,9,2023,Patchy rain possible
3,25.0,28.0,0.0,0.0,0.41,1008.0,7.0,11.0,8,9,2023,Cloudy
6,25.0,28.0,0.2,0.0,0.22,1008.0,6.0,9.0,8,9,2023,Light rain shower
9,29.0,33.0,0.0,1.0,0.59,1010.0,7.0,8.0,8,9,2023,Overcast
12,32.0,38.0,0.2,1.0,0.53,1008.0,9.0,12.0,8,9,2023,Light rain shower
15,31.0,36.0,1.0,1.0,0.62,1005.0,11.0,17.0,8,9,2023,Light rain shower
18,28.0,32.0,1.1,0.0,0.83,1006.0,9.0,17.0,8,9,2023,Patchy rain possible
21,27.0,31.0,1.2,0.0,0.8,1008.0,12.0,22.0,8,9,2023,Light rain shower
0,26.0,29.0,1.6,0.0,0.85,1009.0,12.0,24.0,9,9,2023,Light rain shower
3,25.0,28.0,0.0,0.0,0.33,1007.0,10.0,16.0,9,9,2023,Overcast
6,25.0,28.0,0.3,0.0,0.11,1008.0,6.0,9.0,9,9,2023,Light rain shower
9,25.0,29.0,0.1,0.0,0.56,1010.0,7.0,10.0,9,9,2023,Patchy rain possible
12,26.0,30.0,0.1,0.0,0.53,1008.0,6.0,9.0,9,9,2023,Patchy rain possible
15,27.0,31.0,0.7,1.0,0.63,1005.0,6.0,9.0,9,9,2023,Light rain shower
18,26.0,29.0,1.1,1.0,0.8,1006.0,10.0,20.0,9,9,2023,Patchy rain possible
21,25.0,28.0,0.0,0.0,0.83,1008.0,9.0,15.0,9,9,2023,Partly cloudy
0,26.0,29.0,0.0,0.0,0.54,1008.0,10.0,16.0,10,9,2023,Partly cloudy
3,25.0,28.0,0.0,0.0,0.24,1007.0,9.0,14.0,10,9,2023,Partly cloudy
6,25.0,27.0,0.3,0.0,0.17,1008.0,9.0,15.0,10,9,2023,Patchy rain possible
9,28.0,32.0,0.4,1.0,0.85,1009.0,20.0,26.0,10,9,2023,Light rain shower
12,30.0,35.0,0.8,1.0,0.63,1008.0,23.0,40.0,10,9,2023,Light rain shower
15,29.0,35.0,0.1,1.0,0.57,1006.0,23.0,29.0,10,9,2023,Patchy rain possible
18,26.0,29.0,0.5,1.0,0.72,1007.0,18.0,29.0,10,9,2023,Light rain shower
21,26.0,29.0,0.0,1.0,0.83,1010.0,12.0,17.0,10,9,2023,Partly cloudy
0,25.0,27.0,0.2,0.0,0.82,1010.0,9.0,14.0,11,9,2023,Light rain shower
3,24.0,27.0,0.0,0.0,0.76,1008.0,6.0,10.0,11,9,2023,Mist
6,24.0,27.0,0.3,0.0,0.38,1009.0,5.0,9.0,11,9,2023,Patchy rain possible
9,28.0,32.0,0.5,0.0,0.47,1010.0,13.0,17.0,11,9,2023,Patchy rain possible
12,28.0,33.0,1.2,0.0,0.68,1009.0,15.0,29.0,11,9,2023,Light rain shower
15,29.0,34.0,1.7,1.0,0.82,1007.0,16.0,27.0,11,9,2023,Light rain shower
18,26.0,30.0,1.0,0.0,0.36,1008.0,13.0,24.0,11,9,2023,Light rain shower
21,25.0,28.0,0.0,0.0,0.51,1011.0,12.0,19.0,11,9,2023,Partly cloudy
0,25.0,28.0,0.0,1.0,0.83,1010.0,7.0,12.0,12,9,2023,Clear
3,25.0,28.0,0.0,0.0,0.37,1009.0,8.0,13.0,12,9,2023,Partly cloudy
6,24.0,27.0,0.0,0.0,0.11,1010.0,7.0,12.0,12,9,2023,Partly cloudy
9,28.0,32.0,0.0,0.0,0.38,1012.0,14.0,17.0,12,9,2023,Clear
12,30.0,34.0,0.0,1.0,0.87,1010.0,19.0,30.0,12,9,2023,Cloudy
15,29.0,34.0,0.0,1.0,0.66,1008.0,18.0,23.0,12,9,2023,Partly cloudy
18,27.0,30.0,0.0,0.0,0.84,1009.0,10.0,21.0,12,9,2023,Overcast
21,26.0,28.0,0.0,1.0,0.82,1012.0,12.0,21.0,12,9,2023,Partly cloudy
0,24.0,27.0,3.6,1.0,0.82,1012.0,5.0,11.0,13,9,2023,Moderate or heavy rain shower
3,24.0,27.0,0.0,1.0,0.85,1010.0,5.0,8.0,13,9,2023,Mist
6,24.0,27.0,0.0,0.0,0.37,1011.0,7.0,12.0,13,9,2023,Partly cloudy
9,25.0,27.0,0.0,0.0,0.27,1013.0,9.0,12.0,13,9,2023,Overcast
12,25.0,28.0,0.0,0.0,0.66,1011.0,6.0,8.0,13,9,2023,Partly cloudy
15,25.0,28.0,0.0,0.0,0.65,1008.0,6.0,8.0,13,9,2023,Partly cloudy
18,25.0,27.0,0.0,1.0,0.78,1009.0,5.0,7.0,13,9,2023,Partly cloudy
21,25.0,27.0,0.0,0.0,0.62,1011.0,3.0,5.0,13,9,2023,Partly cloudy
0,26.0,29.0,0.0,1.0,0.79,1010.0,3.0,6.0,14,9,2023,Partly cloudy
3,25.0,28.0,0.0,0.0,0.84,1008.0,6.0,11.0,14,9,2023,Partly cloudy
6,25.0,27.0,0.0,1.0,0.73,1010.0,8.0,13.0,14,9,2023,Cloudy
9,27.0,30.0,0.0,1.0,0.86,1012.0,7.0,9.0,14,9,2023,Partly cloudy
12,31.0,35.0,0.0,0.0,0.41,1009.0,8.0,10.0,14,9,2023,Cloudy
15,30.0,34.0,3.6,1.0,0.54,1007.0,11.0,18.0,14,9,2023,Moderate or heavy rain shower
18,27.0,30.0,0.0,1.0,0.76,1008.0,5.0,10.0,14,9,2023,Cloudy
21,26.0,30.0,0.0,0.0,0.68,1010.0,6.0,10.0,14,9,2023,Cloudy
0,25.0,27.0,0.0,0.0,0.78,1010.0,5.0,9.0,15,9,2023,Cloudy
3,24.0,27.0,0.0,0.0,0.79,1008.0,5.0,8.0,15,9,2023,Cloudy
6,24.0,27.0,0.0,1.0,0.77,1009.0,4.0,6.0,15,9,2023,Overcast
9,27.0,30.0,0.0,1.0,0.55,1011.0,7.0,9.0,15,9,2023,Cloudy
12,29.0,33.0,0.0,1.0,0.54,1009.0,13.0,15.0,15,9,2023,Partly cloudy
15,30.0,34.0,0.0,1.0,0.72,1007.0,17.0,22.0,15,9,2023,Partly cloudy
18,26.0,29.0,0.0,1.0,0.83,1008.0,18.0,28.0,15,9,2023,Partly cloudy
21,25.0,28.0,0.0,0.0,0.86,1011.0,13.0,19.0,15,9,2023,Partly cloudy
0,25.0,27.0,0.0,1.0,0.67,1010.0,8.0,12.0,16,9,2023,Partly cloudy
3,24.0,27.0,0.0,0.0,0.59,1008.0,5.0,9.0,16,9,2023,Partly cloudy
6,24.0,27.0,0.0,0.0,0.74,1009.0,1.0,3.0,16,9,2023,Partly cloudy
9,28.0,32.0,0.1,0.0,0.93,1011.0,9.0,11.0,16,9,2023,Patchy rain possible
12,31.0,36.0,2.4,0.0,0.8,1009.0,15.0,25.0,16,9,2023,Light rain shower
15,26.0,30.0,0.3,1.0,0.71,1007.0,15.0,23.0,16,9,2023,Light rain shower
18,26.0,29.0,0.2,1.0,0.7,1008.0,8.0,13.0,16,9,2023,Light rain shower
21,26.0,29.0,0.1,0.0,0.36,1010.0,9.0,15.0,16,9,2023,Patchy rain possible
0,25.0,28.0,0.0,0.0,0.22,1010.0,7.0,12.0,17,9,2023,Partly cloudy
3,24.0,27.0,0.0,0.0,0.22,1009.0,6.0,10.0,17,9,2023,Partly cloudy
6,24.0,27.0,0.0,0.0,0.28,1010.0,3.0,5.0,17,9,2023,Partly cloudy
9,29.0,33.0,0.0,0.0,0.41,1011.0,8.0,9.0,17,9,2023,Partly cloudy
12,32.0,37.0,0.1,0.0,0.7,1009.0,9.0,11.0,17,9,2023,Patchy rain possible
15,31.0,36.0,0.1,1.0,0.67,1006.0,10.0,14.0,17,9,2023,Patchy rain possible
18,28.0,32.0,0.4,0.0,0.34,1007.0,10.0,18.0,17,9,2023,Patchy rain possible
21,27.0,30.0,0.0,0.0,0.37,1010.0,7.0,13.0,17,9,2023,Partly cloudy
0,26.0,29.0,0.0,0.0,0.82,1009.0,8.0,13.0,18,9,2023,Partly cloudy
3,25.0,28.0,0.0,0.0,0.76,1008.0,7.0,12.0,18,9,2023,Clear
6,25.0,28.0,0.0,1.0,0.8,1010.0,4.0,6.0,18,9,2023,Clear
9,29.0,33.0,0.0,0.0,0.8,1011.0,7.0,8.0,18,9,2023,Partly cloudy
12,33.0,38.0,0.0,0.0,0.72,1009.0,10.0,11.0,18,9,2023,Overcast
15,32.0,37.0,0.2,1.0,0.7,1007.0,9.0,12.0,18,9,2023,Patchy light drizzle
18,29.0,33.0,0.0,1.0,0.76,1008.0,10.0,17.0,18,9,2023,Partly cloudy
21,27.0,31.0,0.0,0.0,0.85,1010.0,8.0,14.0,18,9,2023,Partly cloudy
0,27.0,30.0,0.0,0.0,0.88,1010.0,4.0,8.0,19,9,2023,Clear
3,26.0,29.0,0.0,1.0,0.8,1009.0,6.0,11.0,19,9,2023,Clear
6,26.0,28.0,0.0,1.0,0.92,1010.0,3.0,5.0,19,9,2023,Clear
9,30.0,34.0,0.0,0.0,0.85,1012.0,6.0,7.0,19,9,2023,Clear
12,33.0,39.0,0.0,1.0,0.93,1010.0,8.0,9.0,19,9,2023,Patchy rain possible
15,33.0,39.0,0.0,1.0,1.0,1007.0,5.0,7.0,19,9,2023,Thundery outbreaks possible
18,29.0,33.0,0.6,1.0,1.0,1008.0,9.0,18.0,19,9,2023,Patchy rain possible
21,27.0,31.0,0.0,0.0,1.0,1010.0,9.0,17.0,19,9,2023,Patchy rain possible
0,26.0,30.0,0.0,0.0,0.63,1010.0,7.0,12.0,20,9,2023,Patchy rain possible
3,26.0,29.0,0.0,1.0,0.86,1009.0,4.0,6.0,20,9,2023,Clear
6,26.0,29.0,0.0,1.0,0.88,1010.0,5.0,9.0,20,9,2023,Partly cloudy
9,30.0,35.0,0.0,1.0,0.79,1011.0,8.0,9.0,20,9,2023,Partly cloudy
12,34.0,40.0,0.0,1.0,0.59,1008.0,5.0,5.0,20,9,2023,Thundery outbreaks possible
15,31.0,37.0,0.3,1.0,0.67,1006.0,14.0,19.0,20,9,2023,Patchy light drizzle
18,28.0,32.0,0.5,1.0,0.54,1007.0,15.0,26.0,20,9,2023,Light rain shower
21,27.0,30.0,0.0,1.0,0.63,1010.0,9.0,16.0,20,9,2023,Partly cloudy
0,26.0,30.0,0.1,0.0,0.41,1009.0,8.0,14.0,21,9,2023,Thundery outbreaks possible
3,25.0,28.0,1.4,0.0,0.28,1008.0,7.0,12.0,21,9,2023,Patchy light rain with thunder
6,25.0,28.0,0.4,0.0,0.22,1009.0,5.0,9.0,21,9,2023,Patchy rain possible
9,30.0,34.0,0.0,0.0,0.22,1011.0,9.0,12.0,21,9,2023,Partly cloudy
12,33.0,38.0,0.5,0.0,0.26,1009.0,9.0,13.0,21,9,2023,Light rain shower
15,31.0,36.0,0.7,1.0,0.66,1006.0,10.0,15.0,21,9,2023,Patchy rain possible
18,28.0,32.0,0.0,1.0,0.64,1007.0,11.0,20.0,21,9,2023,Clear
21,26.0,30.0,0.0,0.0,0.76,1010.0,10.0,17.0,21,9,2023,Partly cloudy
0,26.0,29.0,2.7,1.0,0.73,1009.0,7.0,13.0,22,9,2023,Moderate or heavy rain shower
3,25.0,28.0,0.0,0.0,0.71,1008.0,5.0,9.0,22,9,2023,Partly cloudy
6,25.0,28.0,0.0,0.0,0.78,1009.0,5.0,8.0,22,9,2023,Clear
9,29.0,34.0,0.0,0.0,0.82,1011.0,3.0,3.0,22,9,2023,Patchy rain possible
12,33.0,38.0,0.6,0.0,0.86,1009.0,6.0,7.0,22,9,2023,Light rain shower
15,31.0,36.0,1.0,0.0,0.82,1006.0,10.0,15.0,22,9,2023,Light rain shower
18,28.0,31.0,0.2,0.0,0.8,1007.0,12.0,20.0,22,9,2023,Patchy rain possible
21,26.0,30.0,0.1,1.0,0.77,1011.0,10.0,18.0,22,9,2023,Patchy rain possible
0,25.0,28.0,0.0,0.0,0.84,1010.0,8.0,15.0,23,9,2023,Partly cloudy
3,25.0,27.0,0.0,0.0,0.79,1008.0,6.0,10.0,23,9,2023,Partly cloudy
6,25.0,27.0,0.0,0.0,0.56,1009.0,3.0,5.0,23,9,2023,Clear
9,29.0,33.0,0.0,1.0,0.52,1010.0,4.0,4.0,23,9,2023,Partly cloudy
12,32.0,37.0,0.3,1.0,0.54,1008.0,4.0,5.0,23,9,2023,Light rain shower
15,31.0,35.0,0.7,1.0,0.69,1006.0,6.0,8.0,23,9,2023,Light rain shower
18,27.0,31.0,1.0,1.0,0.83,1007.0,9.0,16.0,23,9,2023,Patchy rain possible
21,26.0,29.0,2.4,0.0,0.85,1010.0,8.0,16.0,23,9,2023,Patchy rain possible
0,25.0,28.0,1.1,0.0,0.67,1009.0,12.0,19.0,24,9,2023,Light rain shower
3,24.0,27.0,0.1,0.0,0.61,1007.0,10.0,15.0,24,9,2023,Mist
6,24.0,27.0,0.2,0.0,0.38,1008.0,5.0,7.0,24,9,2023,Light rain shower
9,28.0,32.0,0.1,0.0,0.26,1009.0,11.0,13.0,24,9,2023,Patchy rain possible
12,29.0,34.0,1.5,1.0,0.86,1007.0,11.0,18.0,24,9,2023,Light rain shower
15,28.0,32.0,0.5,1.0,0.73,1005.0,7.0,10.0,24,9,2023,Light rain shower
18,26.0,30.0,1.0,1.0,0.87,1006.0,8.0,15.0,24,9,2023,Light rain shower
21,26.0,29.0,1.5,0.0,0.63,1008.0,11.0,21.0,24,9,2023,Light rain shower
0,24.0,27.0,1.4,0.0,0.51,1007.0,9.0,19.0,25,9,2023,Light rain shower
3,24.0,27.0,0.5,0.0,0.4,1005.0,9.0,14.0,25,9,2023,Light drizzle
6,24.0,27.0,0.0,0.0,0.32,1006.0,8.0,12.0,25,9,2023,Mist
9,26.0,29.0,0.0,0.0,0.23,1008.0,10.0,14.0,25,9,2023,Patchy rain possible
12,29.0,33.0,0.2,0.0,0.57,1006.0,14.0,17.0,25,9,2023,Light rain shower
15,28.0,33.0,1.5,1.0,0.75,1004.0,14.0,22.0,25,9,2023,Light rain shower
18,26.0,29.0,0.8,1.0,0.79,1005.0,8.0,17.0,25,9,2023,Light rain shower
21,25.0,28.0,0.6,0.0,0.79,1007.0,17.0,29.0,25,9,2023,Light rain shower
0,24.0,27.0,0.4,0.0,0.42,1007.0,6.0,11.0,26,9,2023,Light rain shower
3,24.0,27.0,0.9,0.0,0.62,1005.0,6.0,12.0,26,9,2023,Light rain shower
6,24.0,27.0,1.0,0.0,0.75,1006.0,6.0,11.0,26,9,2023,Patchy rain possible
9,28.0,33.0,0.9,0.0,0.61,1008.0,13.0,17.0,26,9,2023,Light rain shower
12,30.0,35.0,1.3,0.0,0.62,1005.0,13.0,24.0,26,9,2023,Light rain shower
15,27.0,30.0,2.6,0.0,0.71,1004.0,19.0,31.0,26,9,2023,Moderate or heavy rain shower
18,25.0,27.0,1.7,0.0,0.8,1006.0,20.0,42.0,26,9,2023,Light rain shower
21,24.0,27.0,1.5,0.0,0.62,1009.0,14.0,21.0,26,9,2023,Light rain
0,24.0,27.0,0.2,0.0,0.47,1008.0,12.0,18.0,27,9,2023,Mist
3,24.0,27.0,0.0,1.0,0.54,1007.0,10.0,16.0,27,9,2023,Mist
6,24.0,26.0,0.0,0.0,0.5,1007.0,6.0,9.0,27,9,2023,Mist
9,27.0,31.0,0.0,1.0,0.63,1009.0,13.0,16.0,27,9,2023,Cloudy
12,29.0,34.0,1.0,0.0,0.71,1007.0,18.0,25.0,27,9,2023,Light rain shower
15,28.0,33.0,1.5,0.0,0.58,1005.0,19.0,27.0,27,9,2023,Light rain shower
