Hour,Temperature,Forecast,Rain,Rain_rate,Cloud_rate,Pressure,Wind,Gust,Day,Month,Year,Weather
0,26.0,28.0,0.0,0.0,0.1,1015.0,8.0,11.0,1,1,2020,Clear
3,25.0,26.0,0.0,0.0,0.19,1014.0,8.0,13.0,1,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.1,1015.0,8.0,11.0,1,1,2020,Clear
9,29.0,30.0,0.0,0.0,0.05,1016.0,7.0,15.0,1,1,2020,Clear
12,34.0,34.0,0.0,0.0,0.08,1015.0,10.0,17.0,1,1,2020,Clear
15,35.0,36.0,0.0,0.0,0.12,1012.0,10.0,19.0,1,1,2020,Clear
18,32.0,35.0,0.0,0.0,0.13,1013.0,10.0,14.0,1,1,2020,Clear
21,29.0,31.0,0.0,0.0,0.13,1014.0,8.0,12.0,1,1,2020,Clear
0,27.0,29.0,0.0,0.0,0.09,1016.0,7.0,10.0,2,1,2020,Clear
3,25.0,27.0,0.0,0.0,0.08,1015.0,6.0,10.0,2,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.08,1015.0,8.0,11.0,2,1,2020,Clear
9,29.0,30.0,0.0,0.0,0.08,1016.0,9.0,15.0,2,1,2020,Clear
12,33.0,35.0,0.0,0.0,0.17,1014.0,10.0,17.0,2,1,2020,Clear
15,35.0,37.0,0.0,0.0,0.16,1011.0,9.0,17.0,2,1,2020,Clear
18,33.0,38.0,0.0,0.0,0.08,1012.0,9.0,10.0,2,1,2020,Clear
21,29.0,31.0,0.0,0.0,0.1,1014.0,8.0,11.0,2,1,2020,Clear
0,27.0,28.0,0.0,0.0,0.26,1015.0,10.0,14.0,3,1,2020,Partly cloudy
3,26.0,28.0,0.0,0.0,0.08,1014.0,8.0,10.0,3,1,2020,Clear
6,25.0,26.0,0.0,0.0,0.23,1014.0,7.0,9.0,3,1,2020,Clear
9,29.0,31.0,0.0,0.0,0.14,1015.0,5.0,6.0,3,1,2020,Clear
12,32.0,34.0,0.0,0.0,0.08,1013.0,4.0,10.0,3,1,2020,Clear
15,34.0,35.0,0.0,0.0,0.15,1010.0,4.0,13.0,3,1,2020,Clear
18,32.0,35.0,0.0,0.0,0.14,1011.0,7.0,9.0,3,1,2020,Clear
21,29.0,32.0,0.0,0.0,0.17,1012.0,8.0,12.0,3,1,2020,Clear
0,26.0,29.0,0.0,0.0,0.11,1014.0,3.0,4.0,4,1,2020,Clear
3,25.0,27.0,0.0,0.0,0.09,1012.0,4.0,5.0,4,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.12,1013.0,5.0,6.0,4,1,2020,Clear
9,28.0,30.0,0.0,0.0,0.08,1014.0,5.0,10.0,4,1,2020,Clear
12,32.0,34.0,0.0,0.0,0.08,1012.0,2.0,9.0,4,1,2020,Clear
15,32.0,35.0,0.0,0.0,0.18,1009.0,3.0,9.0,4,1,2020,Clear
18,31.0,34.0,0.0,0.0,0.25,1010.0,10.0,13.0,4,1,2020,Partly cloudy
21,27.0,29.0,0.0,0.0,0.3,1012.0,6.0,9.0,4,1,2020,Partly cloudy
0,26.0,28.0,0.0,0.0,0.16,1012.0,3.0,3.0,5,1,2020,Clear
3,25.0,27.0,0.0,0.0,0.05,1011.0,3.0,4.0,5,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.01,1012.0,2.0,2.0,5,1,2020,Clear
9,27.0,29.0,0.0,0.0,0.02,1014.0,6.0,11.0,5,1,2020,Clear
12,31.0,34.0,0.0,0.0,0.01,1012.0,8.0,9.0,5,1,2020,Clear
15,33.0,35.0,0.0,0.0,0.04,1010.0,5.0,12.0,5,1,2020,Clear
18,31.0,33.0,0.0,0.0,0.04,1010.0,8.0,11.0,5,1,2020,Clear
21,26.0,28.0,0.0,0.0,0.05,1012.0,10.0,14.0,5,1,2020,Clear
0,25.0,27.0,0.0,0.0,0.03,1012.0,5.0,6.0,6,1,2020,Clear
3,25.0,27.0,0.0,0.0,0.01,1012.0,4.0,4.0,6,1,2020,Clear
6,23.0,25.0,0.0,0.0,0.07,1013.0,6.0,8.0,6,1,2020,Clear
9,27.0,28.0,0.0,0.0,0.13,1014.0,10.0,12.0,6,1,2020,Clear
12,32.0,33.0,0.0,0.0,0.35,1012.0,9.0,16.0,6,1,2020,Partly cloudy
15,33.0,35.0,0.0,0.0,0.44,1010.0,4.0,12.0,6,1,2020,Partly cloudy
18,32.0,35.0,0.0,0.0,0.3,1010.0,9.0,14.0,6,1,2020,Partly cloudy
21,28.0,30.0,0.0,0.0,0.3,1012.0,12.0,19.0,6,1,2020,Partly cloudy
0,27.0,29.0,0.0,0.0,0.27,1012.0,7.0,11.0,7,1,2020,Partly cloudy
3,25.0,27.0,0.0,0.0,0.28,1011.0,5.0,8.0,7,1,2020,Partly cloudy
6,25.0,27.0,0.0,0.0,0.19,1012.0,6.0,8.0,7,1,2020,Clear
9,29.0,31.0,0.0,0.0,0.14,1012.0,8.0,9.0,7,1,2020,Clear
12,33.0,36.0,0.0,0.0,0.62,1010.0,8.0,12.0,7,1,2020,Cloudy
15,33.0,36.0,0.0,0.0,0.67,1008.0,9.0,15.0,7,1,2020,Cloudy
18,30.0,32.0,0.0,0.0,0.49,1009.0,11.0,15.0,7,1,2020,Partly cloudy
21,28.0,29.0,0.0,0.0,0.62,1011.0,14.0,16.0,7,1,2020,Cloudy
0,27.0,28.0,0.0,0.0,0.24,1012.0,12.0,13.0,8,1,2020,Clear
3,26.0,27.0,0.0,0.0,0.22,1011.0,9.0,14.0,8,1,2020,Clear
6,25.0,27.0,0.0,0.0,0.22,1011.0,9.0,14.0,8,1,2020,Clear
9,30.0,32.0,0.0,0.0,0.19,1012.0,12.0,14.0,8,1,2020,Clear
12,33.0,35.0,0.0,0.0,0.65,1010.0,10.0,17.0,8,1,2020,Cloudy
15,34.0,36.0,0.0,0.0,0.6,1008.0,6.0,15.0,8,1,2020,Cloudy
18,32.0,36.0,0.0,0.0,0.35,1009.0,9.0,14.0,8,1,2020,Partly cloudy
21,28.0,31.0,0.0,0.0,0.3,1010.0,9.0,14.0,8,1,2020,Partly cloudy
0,27.0,28.0,0.0,0.0,0.25,1011.0,4.0,6.0,9,1,2020,Partly cloudy
3,26.0,28.0,0.0,0.0,0.21,1010.0,2.0,3.0,9,1,2020,Clear
6,26.0,28.0,0.0,0.0,0.2,1011.0,4.0,5.0,9,1,2020,Clear
9,29.0,32.0,0.0,0.0,0.14,1012.0,5.0,6.0,9,1,2020,Clear
12,34.0,38.0,0.0,0.0,0.2,1010.0,2.0,14.0,9,1,2020,Clear
15,33.0,36.0,0.0,0.0,0.28,1007.0,12.0,18.0,9,1,2020,Partly cloudy
18,31.0,33.0,0.0,0.0,0.3,1008.0,14.0,24.0,9,1,2020,Partly cloudy
21,28.0,29.0,0.0,0.0,0.23,1009.0,12.0,19.0,9,1,2020,Clear
0,26.0,27.0,0.0,0.0,0.24,1010.0,10.0,15.0,10,1,2020,Clear
3,25.0,27.0,0.0,0.0,0.24,1009.0,6.0,8.0,10,1,2020,Clear
6,25.0,26.0,0.0,0.0,0.17,1010.0,8.0,11.0,10,1,2020,Clear
9,28.0,30.0,0.0,0.0,0.19,1011.0,11.0,13.0,10,1,2020,Clear
12,33.0,35.0,0.0,0.0,0.2,1009.0,10.0,17.0,10,1,2020,Clear
15,34.0,36.0,0.0,0.0,0.36,1007.0,6.0,13.0,10,1,2020,Partly cloudy
18,31.0,34.0,0.0,0.0,0.27,1008.0,12.0,12.0,10,1,2020,Partly cloudy
21,28.0,30.0,0.0,0.0,0.2,1009.0,13.0,18.0,10,1,2020,Clear
0,27.0,29.0,0.0,0.0,0.2,1010.0,12.0,17.0,11,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.27,1009.0,7.0,11.0,11,1,2020,Partly cloudy
6,24.0,26.0,0.0,0.0,0.22,1010.0,4.0,6.0,11,1,2020,Clear
9,28.0,31.0,0.0,0.0,0.19,1011.0,4.0,10.0,11,1,2020,Clear
12,32.0,34.0,0.1,1.0,0.87,1010.0,6.0,15.0,11,1,2020,Patchy rain possible
15,32.0,35.0,0.0,0.0,0.37,1007.0,5.0,15.0,11,1,2020,Partly cloudy
18,31.0,35.0,0.0,0.0,0.31,1008.0,7.0,17.0,11,1,2020,Partly cloudy
21,27.0,29.0,0.0,0.0,0.52,1010.0,13.0,18.0,11,1,2020,Partly cloudy
0,25.0,27.0,0.0,0.0,0.22,1010.0,10.0,14.0,12,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.29,1009.0,4.0,6.0,12,1,2020,Partly cloudy
6,25.0,27.0,0.0,0.0,0.2,1010.0,3.0,4.0,12,1,2020,Clear
9,28.0,31.0,0.0,0.0,0.18,1012.0,6.0,12.0,12,1,2020,Clear
12,31.0,34.0,0.0,0.0,0.48,1010.0,9.0,16.0,12,1,2020,Partly cloudy
15,31.0,34.0,0.0,0.0,0.74,1007.0,5.0,14.0,12,1,2020,Cloudy
18,29.0,32.0,0.0,0.0,0.42,1008.0,13.0,18.0,12,1,2020,Partly cloudy
21,27.0,29.0,0.0,0.0,0.24,1010.0,12.0,17.0,12,1,2020,Clear
0,25.0,27.0,0.0,0.0,0.15,1010.0,5.0,7.0,13,1,2020,Clear
3,25.0,26.0,0.0,0.0,0.14,1009.0,5.0,7.0,13,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.1,1010.0,7.0,9.0,13,1,2020,Clear
9,29.0,30.0,0.0,0.0,0.03,1012.0,9.0,17.0,13,1,2020,Clear
12,32.0,34.0,0.0,0.0,0.02,1010.0,8.0,17.0,13,1,2020,Clear
15,33.0,34.0,0.0,0.0,0.12,1007.0,4.0,10.0,13,1,2020,Clear
18,31.0,34.0,0.0,0.0,0.12,1008.0,12.0,17.0,13,1,2020,Clear
21,27.0,30.0,0.0,0.0,0.09,1010.0,12.0,17.0,13,1,2020,Clear
0,25.0,27.0,0.0,0.0,0.09,1011.0,6.0,8.0,14,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.07,1010.0,5.0,7.0,14,1,2020,Clear
6,23.0,25.0,0.0,0.0,0.06,1011.0,5.0,6.0,14,1,2020,Clear
9,27.0,29.0,0.0,0.0,0.05,1013.0,5.0,11.0,14,1,2020,Clear
12,32.0,34.0,0.0,0.0,0.05,1011.0,6.0,13.0,14,1,2020,Clear
15,33.0,34.0,0.0,0.0,0.1,1009.0,7.0,12.0,14,1,2020,Clear
18,30.0,32.0,0.0,0.0,0.06,1009.0,14.0,18.0,14,1,2020,Clear
21,27.0,28.0,0.0,0.0,0.05,1011.0,13.0,18.0,14,1,2020,Clear
0,25.0,27.0,0.0,0.0,0.03,1012.0,11.0,18.0,15,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.01,1011.0,6.0,8.0,15,1,2020,Clear
6,23.0,25.0,0.0,0.0,0.0,1012.0,8.0,9.0,15,1,2020,Clear
9,28.0,30.0,0.0,0.0,0.01,1013.0,9.0,15.0,15,1,2020,Clear
12,32.0,34.0,0.0,0.0,0.04,1012.0,5.0,13.0,15,1,2020,Clear
15,34.0,35.0,0.0,0.0,0.2,1009.0,10.0,12.0,15,1,2020,Clear
18,30.0,32.0,0.0,0.0,0.18,1009.0,14.0,19.0,15,1,2020,Clear
21,27.0,29.0,0.0,0.0,0.1,1011.0,13.0,18.0,15,1,2020,Clear
0,26.0,28.0,0.0,0.0,0.13,1012.0,10.0,15.0,16,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.12,1011.0,7.0,10.0,16,1,2020,Clear
6,23.0,25.0,0.0,0.0,0.07,1012.0,6.0,8.0,16,1,2020,Clear
9,28.0,30.0,0.0,0.0,0.06,1013.0,10.0,12.0,16,1,2020,Clear
12,33.0,34.0,0.0,0.0,0.16,1012.0,12.0,19.0,16,1,2020,Clear
15,34.0,35.0,0.0,0.0,0.2,1009.0,8.0,14.0,16,1,2020,Clear
18,32.0,35.0,0.0,0.0,0.14,1010.0,8.0,16.0,16,1,2020,Clear
21,29.0,33.0,0.0,0.0,0.13,1012.0,12.0,18.0,16,1,2020,Clear
0,26.0,28.0,0.0,0.0,0.11,1013.0,9.0,14.0,17,1,2020,Clear
3,25.0,27.0,0.0,0.0,0.11,1012.0,5.0,8.0,17,1,2020,Clear
6,25.0,27.0,0.0,0.0,0.07,1012.0,6.0,8.0,17,1,2020,Clear
9,29.0,31.0,0.0,0.0,0.05,1014.0,9.0,10.0,17,1,2020,Clear
12,34.0,36.0,0.0,0.0,0.1,1012.0,9.0,15.0,17,1,2020,Clear
15,33.0,35.0,0.0,0.0,0.25,1010.0,7.0,12.0,17,1,2020,Partly cloudy
18,31.0,34.0,0.0,0.0,0.18,1011.0,14.0,20.0,17,1,2020,Clear
21,28.0,30.0,0.0,0.0,0.11,1013.0,13.0,19.0,17,1,2020,Clear
0,26.0,27.0,0.0,0.0,0.13,1013.0,8.0,16.0,18,1,2020,Clear
3,25.0,26.0,0.0,0.0,0.1,1012.0,7.0,9.0,18,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.06,1013.0,8.0,9.0,18,1,2020,Clear
9,28.0,30.0,0.0,0.0,0.06,1014.0,10.0,12.0,18,1,2020,Clear
12,33.0,35.0,0.0,0.0,0.11,1012.0,10.0,15.0,18,1,2020,Clear
15,32.0,35.0,0.0,0.0,0.32,1010.0,6.0,11.0,18,1,2020,Partly cloudy
18,31.0,35.0,0.0,0.0,0.19,1010.0,14.0,21.0,18,1,2020,Clear
21,28.0,32.0,0.0,0.0,0.07,1012.0,17.0,25.0,18,1,2020,Clear
0,26.0,28.0,0.0,0.0,0.1,1012.0,10.0,14.0,19,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.1,1011.0,6.0,8.0,19,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.11,1012.0,6.0,8.0,19,1,2020,Clear
9,28.0,30.0,0.0,0.0,0.14,1014.0,8.0,15.0,19,1,2020,Clear
12,32.0,34.0,0.0,0.0,0.15,1012.0,8.0,14.0,19,1,2020,Clear
15,33.0,35.0,0.0,0.0,0.37,1009.0,9.0,10.0,19,1,2020,Partly cloudy
18,32.0,36.0,0.0,0.0,0.36,1010.0,14.0,16.0,19,1,2020,Partly cloudy
21,28.0,30.0,0.0,0.0,0.27,1012.0,16.0,24.0,19,1,2020,Partly cloudy
0,25.0,27.0,0.0,0.0,0.27,1013.0,8.0,16.0,20,1,2020,Partly cloudy
3,24.0,26.0,0.0,0.0,0.23,1012.0,6.0,9.0,20,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.12,1013.0,6.0,9.0,20,1,2020,Clear
9,28.0,30.0,0.0,0.0,0.06,1014.0,5.0,12.0,20,1,2020,Clear
12,34.0,37.0,0.0,0.0,0.05,1013.0,3.0,11.0,20,1,2020,Clear
15,35.0,37.0,0.0,0.0,0.13,1010.0,10.0,17.0,20,1,2020,Clear
18,31.0,34.0,0.0,0.0,0.1,1011.0,17.0,23.0,20,1,2020,Clear
21,29.0,31.0,0.0,0.0,0.12,1014.0,15.0,23.0,20,1,2020,Clear
0,27.0,28.0,0.0,0.0,0.22,1015.0,9.0,13.0,21,1,2020,Clear
3,25.0,26.0,0.0,0.0,0.27,1014.0,9.0,13.0,21,1,2020,Partly cloudy
6,24.0,26.0,0.0,0.0,0.22,1014.0,10.0,15.0,21,1,2020,Clear
9,30.0,31.0,0.0,0.0,0.11,1015.0,8.0,10.0,21,1,2020,Clear
12,34.0,36.0,0.0,0.0,0.32,1014.0,3.0,10.0,21,1,2020,Partly cloudy
15,35.0,37.0,0.0,0.0,0.36,1011.0,11.0,13.0,21,1,2020,Partly cloudy
18,31.0,35.0,0.0,0.0,0.25,1012.0,18.0,24.0,21,1,2020,Clear
21,28.0,30.0,0.0,0.0,0.24,1014.0,16.0,24.0,21,1,2020,Clear
0,26.0,28.0,0.0,0.0,0.2,1015.0,12.0,17.0,22,1,2020,Clear
3,25.0,27.0,0.0,0.0,0.17,1013.0,8.0,11.0,22,1,2020,Clear
6,25.0,26.0,0.0,0.0,0.13,1014.0,8.0,11.0,22,1,2020,Clear
9,29.0,31.0,0.0,0.0,0.1,1015.0,9.0,16.0,22,1,2020,Clear
12,34.0,36.0,0.0,0.0,0.32,1013.0,8.0,15.0,22,1,2020,Partly cloudy
15,34.0,36.0,0.0,0.0,0.3,1010.0,13.0,16.0,22,1,2020,Partly cloudy
18,29.0,31.0,0.0,0.0,0.17,1011.0,15.0,22.0,22,1,2020,Clear
21,27.0,29.0,0.0,0.0,0.18,1012.0,18.0,25.0,22,1,2020,Clear
0,26.0,28.0,0.0,0.0,0.17,1013.0,14.0,20.0,23,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.14,1012.0,11.0,16.0,23,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.09,1013.0,9.0,12.0,23,1,2020,Clear
9,28.0,30.0,0.0,0.0,0.07,1014.0,8.0,19.0,23,1,2020,Clear
12,34.0,35.0,0.0,0.0,0.11,1012.0,8.0,18.0,23,1,2020,Clear
15,34.0,35.0,0.0,0.0,0.18,1009.0,6.0,13.0,23,1,2020,Clear
18,31.0,33.0,0.0,0.0,0.18,1010.0,13.0,19.0,23,1,2020,Clear
21,28.0,31.0,0.0,0.0,0.12,1012.0,16.0,24.0,23,1,2020,Clear
0,26.0,28.0,0.0,0.0,0.05,1013.0,14.0,21.0,24,1,2020,Clear
3,25.0,26.0,0.0,0.0,0.04,1012.0,9.0,13.0,24,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.03,1013.0,8.0,9.0,24,1,2020,Clear
9,29.0,31.0,0.0,0.0,0.02,1014.0,9.0,19.0,24,1,2020,Clear
12,35.0,35.0,0.0,0.0,0.07,1012.0,9.0,19.0,24,1,2020,Clear
15,36.0,36.0,0.0,0.0,0.1,1009.0,8.0,16.0,24,1,2020,Clear
18,31.0,35.0,0.0,0.0,0.1,1010.0,14.0,23.0,24,1,2020,Clear
21,29.0,33.0,0.0,0.0,0.07,1011.0,16.0,23.0,24,1,2020,Clear
0,26.0,28.0,0.0,0.0,0.08,1012.0,14.0,21.0,25,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.08,1011.0,11.0,20.0,25,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.07,1012.0,8.0,15.0,25,1,2020,Clear
9,29.0,31.0,0.0,0.0,0.08,1013.0,10.0,22.0,25,1,2020,Clear
12,34.0,36.0,0.0,0.0,0.32,1011.0,12.0,24.0,25,1,2020,Partly cloudy
15,34.0,36.0,0.0,0.0,0.4,1008.0,19.0,27.0,25,1,2020,Partly cloudy
18,30.0,33.0,0.0,0.0,0.27,1009.0,19.0,25.0,25,1,2020,Partly cloudy
21,27.0,30.0,0.0,0.0,0.15,1011.0,15.0,22.0,25,1,2020,Clear
0,24.0,27.0,0.0,0.0,0.22,1011.0,10.0,14.0,26,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.31,1011.0,6.0,9.0,26,1,2020,Partly cloudy
6,24.0,26.0,0.0,0.0,0.29,1011.0,6.0,8.0,26,1,2020,Partly cloudy
9,29.0,31.0,0.0,0.0,0.13,1012.0,6.0,14.0,26,1,2020,Clear
12,33.0,36.0,0.0,0.0,0.06,1010.0,4.0,12.0,26,1,2020,Clear
15,34.0,36.0,0.0,0.0,0.14,1007.0,8.0,14.0,26,1,2020,Clear
18,30.0,34.0,0.0,0.0,0.11,1008.0,14.0,23.0,26,1,2020,Clear
21,27.0,30.0,0.0,0.0,0.09,1010.0,14.0,20.0,26,1,2020,Clear
0,25.0,27.0,0.0,0.0,0.05,1011.0,11.0,15.0,27,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.12,1010.0,9.0,14.0,27,1,2020,Clear
6,24.0,26.0,0.0,0.0,0.21,1011.0,8.0,12.0,27,1,2020,Clear
9,28.0,31.0,0.0,0.0,0.14,1012.0,13.0,22.0,27,1,2020,Clear
12,32.0,34.0,0.0,0.0,0.09,1010.0,16.0,24.0,27,1,2020,Clear
15,32.0,34.0,0.0,0.0,0.04,1008.0,22.0,29.0,27,1,2020,Clear
18,30.0,34.0,0.0,0.0,0.09,1008.0,19.0,25.0,27,1,2020,Clear
21,26.0,29.0,0.0,0.0,0.15,1011.0,16.0,24.0,27,1,2020,Clear
0,24.0,27.0,0.0,0.0,0.31,1011.0,14.0,21.0,28,1,2020,Partly cloudy
3,24.0,26.0,0.0,0.0,0.3,1010.0,12.0,15.0,28,1,2020,Partly cloudy
6,24.0,26.0,0.0,0.0,0.38,1011.0,9.0,14.0,28,1,2020,Partly cloudy
9,28.0,30.0,0.0,0.0,0.15,1013.0,10.0,18.0,28,1,2020,Clear
12,32.0,34.0,0.0,0.0,0.09,1011.0,11.0,20.0,28,1,2020,Clear
15,33.0,35.0,0.0,0.0,0.09,1009.0,18.0,21.0,28,1,2020,Clear
18,30.0,34.0,0.0,0.0,0.06,1010.0,19.0,25.0,28,1,2020,Clear
21,26.0,28.0,0.0,0.0,0.14,1012.0,16.0,23.0,28,1,2020,Clear
0,24.0,26.0,0.0,0.0,0.21,1013.0,12.0,20.0,29,1,2020,Clear
3,23.0,25.0,0.0,0.0,0.46,1012.0,10.0,17.0,29,1,2020,Partly cloudy
6,23.0,25.0,0.0,0.0,0.56,1013.0,7.0,11.0,29,1,2020,Partly cloudy
9,28.0,30.0,0.0,0.0,0.37,1014.0,9.0,17.0,29,1,2020,Partly cloudy
12,33.0,35.0,0.0,0.0,0.23,1012.0,9.0,16.0,29,1,2020,Clear
15,33.0,35.0,0.0,0.0,0.21,1009.0,9.0,14.0,29,1,2020,Clear
18,30.0,34.0,0.0,0.0,0.12,1010.0,16.0,23.0,29,1,2020,Clear
21,27.0,30.0,0.0,0.0,0.12,1012.0,16.0,23.0,29,1,2020,Clear
0,25.0,27.0,0.0,0.0,0.22,1013.0,9.0,13.0,30,1,2020,Clear
3,24.0,26.0,0.0,0.0,0.23,1012.0,6.0,9.0,30,1,2020,Clear
6,23.0,25.0,0.0,0.0,0.17,1013.0,9.0,13.0,30,1,2020,Clear
9,28.0,30.0,0.0,0.0,0.1,1014.0,13.0,16.0,30,1,2020,Clear
12,32.0,33.0,0.0,0.0,0.35,1012.0,11.0,18.0,30,1,2020,Partly cloudy
15,32.0,33.0,0.1,1.0,0.85,1010.0,9.0,16.0,30,1,2020,Patchy rain possible
18,27.0,29.0,0.2,1.0,0.85,1010.0,14.0,26.0,30,1,2020,Patchy rain possible
21,25.0,26.0,0.0,0.0,0.2,1012.0,14.0,21.0,30,1,2020,Clear
0,26.0,27.0,0.0,0.0,0.22,1012.0,9.0,12.0,31,1,2020,Clear
3,23.0,25.0,0.0,0.0,0.19,1012.0,6.0,10.0,31,1,2020,Clear
6,23.0,25.0,0.0,0.0,0.17,1013.0,6.0,8.0,31,1,2020,Clear
9,27.0,28.0,0.0,0.0,0.15,1014.0,4.0,10.0,31,1,2020,Clear
12,31.0,33.0,0.0,0.0,0.16,1013.0,4.0,10.0,31,1,2020,Clear
15,31.0,33.0,0.0,0.0,0.21,1010.0,8.0,14.0,31,1,2020,Clear
18,29.0,31.0,0.0,0.0,0.12,1011.0,14.0,20.0,31,1,2020,Clear
21,25.0,27.0,0.0,0.0,0.09,1013.0,14.0,20.0,31,1,2020,Clear
0,24.0,25.0,0.0,0.0,0.2,1013.0,8.0,11.0,1,2,2020,Clear
3,23.0,25.0,0.0,0.0,0.18,1013.0,6.0,9.0,1,2,2020,Clear
6,23.0,25.0,0.0,0.0,0.12,1014.0,6.0,7.0,1,2,2020,Clear
9,27.0,28.0,0.0,0.0,0.07,1014.0,2.0,12.0,1,2,2020,Clear
12,32.0,34.0,0.0,0.0,0.05,1012.0,2.0,11.0,1,2,2020,Clear
15,32.0,33.0,0.0,0.0,0.16,1010.0,12.0,14.0,1,2,2020,Clear
18,29.0,31.0,0.0,0.0,0.13,1010.0,19.0,26.0,1,2,2020,Clear
21,26.0,28.0,0.0,0.0,0.07,1012.0,14.0,20.0,1,2,2020,Clear
0,24.0,26.0,0.0,0.0,0.07,1014.0,7.0,10.0,2,2,2020,Clear
3,23.0,25.0,0.0,0.0,0.06,1013.0,6.0,8.0,2,2,2020,Clear
6,23.0,25.0,0.0,0.0,0.04,1014.0,6.0,8.0,2,2,2020,Clear
9,27.0,28.0,0.0,0.0,0.03,1016.0,9.0,15.0,2,2,2020,Clear
12,32.0,33.0,0.0,0.0,0.02,1014.0,9.0,14.0,2,2,2020,Clear
15,34.0,34.0,0.0,0.0,0.04,1011.0,5.0,13.0,2,2,2020,Clear
18,32.0,34.0,0.0,0.0,0.04,1011.0,11.0,18.0,2,2,2020,Clear
21,28.0,31.0,0.0,0.0,0.04,1013.0,15.0,22.0,2,2,2020,Clear
0,24.0,26.0,0.0,0.0,0.04,1014.0,9.0,12.0,3,2,2020,Clear
3,24.0,25.0,0.0,0.0,0.03,1013.0,8.0,9.0,3,2,2020,Clear
6,23.0,25.0,0.0,0.0,0.03,1014.0,8.0,9.0,3,2,2020,Clear
9,28.0,29.0,0.0,0.0,0.03,1015.0,8.0,14.0,3,2,2020,Clear
12,33.0,33.0,0.0,0.0,0.03,1014.0,5.0,13.0,3,2,2020,Clear
15,33.0,34.0,0.0,0.0,0.07,1010.0,9.0,11.0,3,2,2020,Clear
18,30.0,32.0,0.0,0.0,0.06,1010.0,16.0,22.0,3,2,2020,Clear
21,27.0,29.0,0.0,0.0,0.03,1012.0,18.0,28.0,3,2,2020,Clear
0,25.0,27.0,0.0,0.0,0.04,1013.0,13.0,20.0,4,2,2020,Clear
3,25.0,26.0,0.0,0.0,0.04,1012.0,8.0,10.0,4,2,2020,Clear
6,24.0,26.0,0.0,0.0,0.03,1013.0,8.0,10.0,4,2,2020,Clear
9,28.0,29.0,0.0,0.0,0.02,1014.0,10.0,17.0,4,2,2020,Clear
12,33.0,33.0,0.0,0.0,0.05,1012.0,9.0,17.0,4,2,2020,Clear
15,35.0,35.0,0.0,0.0,0.1,1010.0,5.0,12.0,4,2,2020,Clear
18,31.0,34.0,0.0,0.0,0.09,1010.0,13.0,19.0,4,2,2020,Clear
21,29.0,31.0,0.0,0.0,0.06,1012.0,19.0,29.0,4,2,2020,Clear
0,25.0,27.0,0.0,0.0,0.09,1013.0,12.0,18.0,5,2,2020,Clear
3,23.0,25.0,0.0,0.0,0.1,1012.0,8.0,12.0,5,2,2020,Clear
6,23.0,25.0,0.0,0.0,0.08,1013.0,8.0,10.0,5,2,2020,Clear
9,28.0,29.0,0.0,0.0,0.04,1014.0,9.0,16.0,5,2,2020,Clear
12,33.0,34.0,0.0,0.0,0.07,1012.0,8.0,15.0,5,2,2020,Clear
15,34.0,34.0,0.0,0.0,0.08,1009.0,10.0,12.0,5,2,2020,Clear
18,30.0,32.0,0.0,0.0,0.05,1010.0,17.0,24.0,5,2,2020,Clear
21,27.0,28.0,0.0,0.0,0.03,1011.0,15.0,23.0,5,2,2020,Clear
0,25.0,26.0,0.0,0.0,0.03,1012.0,11.0,16.0,6,2,2020,Clear
3,23.0,25.0,0.0,0.0,0.03,1012.0,7.0,9.0,6,2,2020,Clear
6,22.0,25.0,0.0,0.0,0.01,1013.0,7.0,9.0,6,2,2020,Clear
9,28.0,28.0,0.0,0.0,0.0,1014.0,9.0,15.0,6,2,2020,Clear
12,32.0,32.0,0.0,0.0,0.02,1012.0,9.0,15.0,6,2,2020,Clear
15,33.0,34.0,0.0,0.0,0.05,1010.0,8.0,14.0,6,2,2020,Clear
18,31.0,32.0,0.0,0.0,0.03,1010.0,14.0,20.0,6,2,2020,Clear
21,26.0,28.0,0.0,0.0,0.01,1012.0,14.0,17.0,6,2,2020,Clear
0,25.0,26.0,0.0,0.0,0.0,1013.0,9.0,15.0,7,2,2020,Clear
3,23.0,25.0,0.0,0.0,0.0,1013.0,6.0,8.0,7,2,2020,Clear
